Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
ID001813XY,Male,No,0,Graduate,Yes,6050,4333,120,180,1,Urban,N
ID001814XY,Male,Yes,2,Graduate,No,9703,0,112,360,1,Urban,Y
ID001819XY,Male,Yes,1,Not Graduate,No,6608,0,137,180,1,Urban,Y
ID001824XY,Male,Yes,1,Graduate,No,2882,1843,123,480,1,Semiurban,Y
ID001825XY,Male,Yes,0,Graduate,No,1809,1868,90,360,1,Urban,Y
ID001835XY,Male,Yes,0,Not Graduate,No,1668,3890,201,360,0,Semiurban,N
ID001836XY,Female,No,2,Graduate,No,3427,0,138,360,1,Urban,N
ID001841XY,Male,No,0,Not Graduate,Yes,2583,2167,104,360,1,Rural,Y
ID001843XY,Male,Yes,1,Not Graduate,No,2661,7101,279,180,1,Semiurban,Y
ID001844XY,Male,No,0,Graduate,Yes,16250,0,192,360,0,Urban,N
ID001846XY,Female,No,3+,Graduate,No,3083,0,255,360,1,Rural,Y
ID001849XY,Male,No,0,Not Graduate,No,6045,0,115,360,0,Rural,N
ID001854XY,Male,Yes,3+,Graduate,No,5250,0,94,360,1,Urban,N
ID001859XY,Male,Yes,0,Graduate,No,14683,2100,304,360,1,Rural,N
ID001864XY,Male,Yes,3+,Not Graduate,No,4931,0,128,360,,Semiurban,N
ID001865XY,Male,Yes,1,Graduate,No,6083,4250,330,360,,Urban,Y
ID001868XY,Male,No,0,Graduate,No,2060,2209,134,360,1,Semiurban,Y
ID001870XY,Female,No,1,Graduate,No,3481,0,155,36,1,Semiurban,N
ID001871XY,Female,No,0,Graduate,No,7200,0,120,360,1,Rural,Y
ID001872XY,Male,No,0,Graduate,Yes,5166,0,128,360,1,Semiurban,Y
ID001875XY,Male,No,0,Graduate,No,4095,3447,151,360,1,Rural,Y
ID001877XY,Male,Yes,2,Graduate,No,4708,1387,150,360,1,Semiurban,Y
ID001882XY,Male,Yes,3+,Graduate,No,4333,1811,160,360,0,Urban,Y
ID001883XY,Female,No,0,Graduate,,3418,0,135,360,1,Rural,N
ID001884XY,Female,No,1,Graduate,No,2876,1560,90,360,1,Urban,Y
ID001888XY,Female,No,0,Graduate,No,3237,0,30,360,1,Urban,Y
ID001891XY,Male,Yes,0,Graduate,No,11146,0,136,360,1,Urban,Y
ID001892XY,Male,No,0,Graduate,No,2833,1857,126,360,1,Rural,Y
ID001894XY,Male,Yes,0,Graduate,No,2620,2223,150,360,1,Semiurban,Y
ID001896XY,Male,Yes,2,Graduate,No,3900,0,90,360,1,Semiurban,Y
ID001900XY,Male,Yes,1,Graduate,No,2750,1842,115,360,1,Semiurban,Y
ID001903XY,Male,Yes,0,Graduate,No,3993,3274,207,360,1,Semiurban,Y
ID001904XY,Male,Yes,0,Graduate,No,3103,1300,80,360,1,Urban,Y
ID001907XY,Male,Yes,0,Graduate,No,14583,0,436,360,1,Semiurban,Y
ID001908XY,Female,Yes,0,Not Graduate,No,4100,0,124,360,,Rural,Y
ID001910XY,Male,No,1,Not Graduate,Yes,4053,2426,158,360,0,Urban,N
ID001914XY,Male,Yes,0,Graduate,No,3927,800,112,360,1,Semiurban,Y
ID001915XY,Male,Yes,2,Graduate,No,2301,985.7999878,78,180,1,Urban,Y
ID001917XY,Female,No,0,Graduate,No,1811,1666,54,360,1,Urban,Y
ID001922XY,Male,Yes,0,Graduate,No,20667,0,,360,1,Rural,N
ID001924XY,Male,No,0,Graduate,No,3158,3053,89,360,1,Rural,Y
ID001925XY,Female,No,0,Graduate,Yes,2600,1717,99,300,1,Semiurban,N
ID001926XY,Male,Yes,0,Graduate,No,3704,2000,120,360,1,Rural,Y
ID001931XY,Female,No,0,Graduate,No,4124,0,115,360,1,Semiurban,Y
ID001935XY,Male,No,0,Graduate,No,9508,0,187,360,1,Rural,Y
ID001936XY,Male,Yes,0,Graduate,No,3075,2416,139,360,1,Rural,Y
ID001938XY,Male,Yes,2,Graduate,No,4400,0,127,360,0,Semiurban,N
ID001940XY,Male,Yes,2,Graduate,No,3153,1560,134,360,1,Urban,Y
ID001945XY,Female,No,,Graduate,No,5417,0,143,480,0,Urban,N
ID001947XY,Male,Yes,0,Graduate,No,2383,3334,172,360,1,Semiurban,Y
ID001949XY,Male,Yes,3+,Graduate,,4416,1250,110,360,1,Urban,Y
ID001953XY,Male,Yes,1,Graduate,No,6875,0,200,360,1,Semiurban,Y
ID001954XY,Female,Yes,1,Graduate,No,4666,0,135,360,1,Urban,Y
ID001955XY,Female,No,0,Graduate,No,5000,2541,151,480,1,Rural,N
ID001963XY,Male,Yes,1,Graduate,No,2014,2925,113,360,1,Urban,N
ID001964XY,Male,Yes,0,Not Graduate,No,1800,2934,93,360,0,Urban,N
ID001972XY,Male,Yes,,Not Graduate,No,2875,1750,105,360,1,Semiurban,Y
ID001974XY,Female,No,0,Graduate,No,5000,0,132,360,1,Rural,Y
ID001977XY,Male,Yes,1,Graduate,No,1625,1803,96,360,1,Urban,Y
ID001978XY,Male,No,0,Graduate,No,4000,2500,140,360,1,Rural,Y
ID001990XY,Male,No,0,Not Graduate,No,2000,0,,360,1,Urban,N
ID001993XY,Female,No,0,Graduate,No,3762,1666,135,360,1,Rural,Y
ID001994XY,Female,No,0,Graduate,No,2400,1863,104,360,0,Urban,N
ID001996XY,Male,No,0,Graduate,No,20233,0,480,360,1,Rural,N
ID001998XY,Male,Yes,2,Not Graduate,No,7667,0,185,360,,Rural,Y
ID002002XY,Female,No,0,Graduate,No,2917,0,84,360,1,Semiurban,Y
ID002004XY,Male,No,0,Not Graduate,No,2927,2405,111,360,1,Semiurban,Y
ID002006XY,Female,No,0,Graduate,No,2507,0,56,360,1,Rural,Y
ID002008XY,Male,Yes,2,Graduate,Yes,5746,0,144,84,,Rural,Y
ID002024XY,,Yes,0,Graduate,No,2473,1843,159,360,1,Rural,N
ID002031XY,Male,Yes,1,Not Graduate,No,3399,1640,111,180,1,Urban,Y
ID002035XY,Male,Yes,2,Graduate,No,3717,0,120,360,1,Semiurban,Y
ID002036XY,Male,Yes,0,Graduate,No,2058,2134,88,360,,Urban,Y
ID002043XY,Female,No,1,Graduate,No,3541,0,112,360,,Semiurban,Y
ID002050XY,Male,Yes,1,Graduate,Yes,10000,0,155,360,1,Rural,N
ID002051XY,Male,Yes,0,Graduate,No,2400,2167,115,360,1,Semiurban,Y
ID002053XY,Male,Yes,3+,Graduate,No,4342,189,124,360,1,Semiurban,Y
ID002054XY,Male,Yes,2,Not Graduate,No,3601,1590,,360,1,Rural,Y
ID002055XY,Female,No,0,Graduate,No,3166,2985,132,360,,Rural,Y
ID002065XY,Male,Yes,3+,Graduate,No,15000,0,300,360,1,Rural,Y
ID002067XY,Male,Yes,1,Graduate,Yes,8666,4983,376,360,0,Rural,N
ID002068XY,Male,No,0,Graduate,No,4917,0,130,360,0,Rural,Y
ID002082XY,Male,Yes,0,Graduate,Yes,5818,2160,184,360,1,Semiurban,Y
ID002086XY,Female,Yes,0,Graduate,No,4333,2451,110,360,1,Urban,N
ID002087XY,Female,No,0,Graduate,No,2500,0,67,360,1,Urban,Y
ID002097XY,Male,No,1,Graduate,No,4384,1793,117,360,1,Urban,Y
ID002098XY,Male,No,0,Graduate,No,2935,0,98,360,1,Semiurban,Y
ID002100XY,Male,No,,Graduate,No,2833,0,71,360,1,Urban,Y
ID002101XY,Male,Yes,0,Graduate,,63337,0,490,180,1,Urban,Y
ID002103XY,,Yes,1,Graduate,Yes,9833,1833,182,180,1,Urban,Y
ID002106XY,Male,Yes,,Graduate,Yes,5503,4490,70,,1,Semiurban,Y
ID002110XY,Male,Yes,1,Graduate,,5250,688,160,360,1,Rural,Y
ID002112XY,Male,Yes,2,Graduate,Yes,2500,4600,176,360,1,Rural,Y
ID002113XY,Female,No,3+,Not Graduate,No,1830,0,,360,0,Urban,N
ID002114XY,Female,No,0,Graduate,No,4160,0,71,360,1,Semiurban,Y
ID002115XY,Male,Yes,3+,Not Graduate,No,2647,1587,173,360,1,Rural,N
ID002116XY,Female,No,0,Graduate,No,2378,0,46,360,1,Rural,N
ID002119XY,Male,Yes,1,Not Graduate,No,4554,1229,158,360,1,Urban,Y
ID002126XY,Male,Yes,3+,Not Graduate,No,3173,0,74,360,1,Semiurban,Y
ID002128XY,Male,Yes,2,Graduate,,2583,2330,125,360,1,Rural,Y
ID002129XY,Male,Yes,0,Graduate,No,2499,2458,160,360,1,Semiurban,Y
ID002130XY,Male,Yes,,Not Graduate,No,3523,3230,152,360,0,Rural,N
ID002131XY,Male,Yes,2,Not Graduate,No,3083,2168,126,360,1,Urban,Y
ID002137XY,Male,Yes,0,Graduate,No,6333,4583,259,360,,Semiurban,Y
ID002138XY,Male,Yes,0,Graduate,No,2625,6250,187,360,1,Rural,Y
ID002139XY,Male,Yes,0,Graduate,No,9083,0,228,360,1,Semiurban,Y
ID002140XY,Male,No,0,Graduate,No,8750,4167,308,360,1,Rural,N
ID002141XY,Male,Yes,3+,Graduate,No,2666,2083,95,360,1,Rural,Y
ID002142XY,Female,Yes,0,Graduate,Yes,5500,0,105,360,0,Rural,N
ID002143XY,Female,Yes,0,Graduate,No,2423,505,130,360,1,Semiurban,Y
ID002144XY,Female,No,,Graduate,No,3813,0,116,180,1,Urban,Y
ID002149XY,Male,Yes,2,Graduate,No,8333,3167,165,360,1,Rural,Y
ID002151XY,Male,Yes,1,Graduate,No,3875,0,67,360,1,Urban,N
ID002158XY,Male,Yes,0,Not Graduate,No,3000,1666,100,480,0,Urban,N
ID002160XY,Male,Yes,3+,Graduate,No,5167,3167,200,360,1,Semiurban,Y
ID002161XY,Female,No,1,Graduate,No,4723,0,81,360,1,Semiurban,N
ID002170XY,Male,Yes,2,Graduate,No,5000,3667,236,360,1,Semiurban,Y
ID002175XY,Male,Yes,0,Graduate,No,4750,2333,130,360,1,Urban,Y
ID002178XY,Male,Yes,0,Graduate,No,3013,3033,95,300,,Urban,Y
ID002180XY,Male,No,0,Graduate,Yes,6822,0,141,360,1,Rural,Y
ID002181XY,Male,No,0,Not Graduate,No,6216,0,133,360,1,Rural,N
ID002187XY,Male,No,0,Graduate,No,2500,0,96,480,1,Semiurban,N
ID002188XY,Male,No,0,Graduate,No,5124,0,124,,0,Rural,N
ID002190XY,Male,Yes,1,Graduate,No,6325,0,175,360,1,Semiurban,Y
ID002191XY,Male,Yes,0,Graduate,No,19730,5266,570,360,1,Rural,N
ID002194XY,Female,No,0,Graduate,Yes,15759,0,55,360,1,Semiurban,Y
ID002197XY,Male,Yes,2,Graduate,No,5185,0,155,360,1,Semiurban,Y
ID002201XY,Male,Yes,2,Graduate,Yes,9323,7873,380,300,1,Rural,Y
ID002205XY,Male,No,1,Graduate,No,3062,1987,111,180,0,Urban,N
ID002209XY,Female,No,0,Graduate,,2764,1459,110,360,1,Urban,Y
ID002211XY,Male,Yes,0,Graduate,No,4817,923,120,180,1,Urban,Y
ID002219XY,Male,Yes,3+,Graduate,No,8750,4996,130,360,1,Rural,Y
ID002223XY,Male,Yes,0,Graduate,No,4310,0,130,360,,Semiurban,Y
ID002224XY,Male,No,0,Graduate,No,3069,0,71,480,1,Urban,N
ID002225XY,Male,Yes,2,Graduate,No,5391,0,130,360,1,Urban,Y
ID002226XY,Male,Yes,0,Graduate,,3333,2500,128,360,1,Semiurban,Y
ID002229XY,Male,No,0,Graduate,No,5941,4232,296,360,1,Semiurban,Y
ID002231XY,Female,No,0,Graduate,No,6000,0,156,360,1,Urban,Y
ID002234XY,Male,No,0,Graduate,Yes,7167,0,128,360,1,Urban,Y
ID002236XY,Male,Yes,2,Graduate,No,4566,0,100,360,1,Urban,N
ID002237XY,Male,No,1,Graduate,,3667,0,113,180,1,Urban,Y
ID002239XY,Male,No,0,Not Graduate,No,2346,1600,132,360,1,Semiurban,Y
ID002243XY,Male,Yes,0,Not Graduate,No,3010,3136,,360,0,Urban,N
ID002244XY,Male,Yes,0,Graduate,No,2333,2417,136,360,1,Urban,Y
ID002250XY,Male,Yes,0,Graduate,No,5488,0,125,360,1,Rural,Y
ID002255XY,Male,No,3+,Graduate,No,9167,0,185,360,1,Rural,Y
ID002262XY,Male,Yes,3+,Graduate,No,9504,0,275,360,1,Rural,Y
ID002263XY,Male,Yes,0,Graduate,No,2583,2115,120,360,,Urban,Y
ID002265XY,Male,Yes,2,Not Graduate,No,1993,1625,113,180,1,Semiurban,Y
ID002266XY,Male,Yes,2,Graduate,No,3100,1400,113,360,1,Urban,Y
ID002272XY,Male,Yes,2,Graduate,No,3276,484,135,360,,Semiurban,Y
ID002277XY,Female,No,0,Graduate,No,3180,0,71,360,0,Urban,N
ID002281XY,Male,Yes,0,Graduate,No,3033,1459,95,360,1,Urban,Y
ID002284XY,Male,No,0,Not Graduate,No,3902,1666,109,360,1,Rural,Y
ID002287XY,Female,No,0,Graduate,No,1500,1800,103,360,0,Semiurban,N
ID002288XY,Male,Yes,2,Not Graduate,No,2889,0,45,180,0,Urban,N
ID002296XY,Male,No,0,Not Graduate,No,2755,0,65,300,1,Rural,N
ID002297XY,Male,No,0,Graduate,No,2500,20000,103,360,1,Semiurban,Y
ID002300XY,Female,No,0,Not Graduate,No,1963,0,53,360,1,Semiurban,Y
ID002301XY,Female,No,0,Graduate,Yes,7441,0,194,360,1,Rural,N
ID002305XY,Female,No,0,Graduate,No,4547,0,115,360,1,Semiurban,Y
ID002308XY,Male,Yes,0,Not Graduate,No,2167,2400,115,360,1,Urban,Y
ID002314XY,Female,No,0,Not Graduate,No,2213,0,66,360,1,Rural,Y
ID002315XY,Male,Yes,1,Graduate,No,8300,0,152,300,0,Semiurban,N
ID002317XY,Male,Yes,3+,Graduate,No,81000,0,360,360,0,Rural,N
ID002318XY,Female,No,1,Not Graduate,Yes,3867,0,62,360,1,Semiurban,N
ID002319XY,Male,Yes,0,Graduate,,6256,0,160,360,,Urban,Y
ID002328XY,Male,Yes,0,Not Graduate,No,6096,0,218,360,0,Rural,N
ID002332XY,Male,Yes,0,Not Graduate,No,2253,2033,110,360,1,Rural,Y
ID002335XY,Female,Yes,0,Not Graduate,No,2149,3237,178,360,0,Semiurban,N
ID002337XY,Female,No,0,Graduate,No,2995,0,60,360,1,Urban,Y
ID002341XY,Female,No,1,Graduate,No,2600,0,160,360,1,Urban,N
ID002342XY,Male,Yes,2,Graduate,Yes,1600,20000,239,360,1,Urban,N
ID002345XY,Male,Yes,0,Graduate,No,1025,2773,112,360,1,Rural,Y
ID002347XY,Male,Yes,0,Graduate,No,3246,1417,138,360,1,Semiurban,Y
ID002348XY,Male,Yes,0,Graduate,No,5829,0,138,360,1,Rural,Y
ID002357XY,Female,No,0,Not Graduate,No,2720,0,80,,0,Urban,N
ID002361XY,Male,Yes,0,Graduate,No,1820,1719,100,360,1,Urban,Y
ID002362XY,Male,Yes,1,Graduate,No,7250,1667,110,,0,Urban,N
ID002364XY,Male,Yes,0,Graduate,No,14880,0,96,360,1,Semiurban,Y
ID002366XY,Male,Yes,0,Graduate,No,2666,4300,121,360,1,Rural,Y
ID002367XY,Female,No,1,Not Graduate,No,4606,0,81,360,1,Rural,N
ID002368XY,Male,Yes,2,Graduate,No,5935,0,133,360,1,Semiurban,Y
ID002369XY,Male,Yes,0,Graduate,No,2920,16.12000084,87,360,1,Rural,Y
ID002370XY,Male,No,0,Not Graduate,No,2717,0,60,180,1,Urban,Y
ID002377XY,Female,No,1,Graduate,Yes,8624,0,150,360,1,Semiurban,Y
ID002379XY,Male,No,0,Graduate,No,6500,0,105,360,0,Rural,N
ID002386XY,Male,No,0,Graduate,,12876,0,405,360,1,Semiurban,Y
ID002387XY,Male,Yes,0,Graduate,No,2425,2340,143,360,1,Semiurban,Y
ID002390XY,Male,No,0,Graduate,No,3750,0,100,360,1,Urban,Y
ID002393XY,Female,,,Graduate,No,10047,0,,240,1,Semiurban,Y
ID002398XY,Male,No,0,Graduate,No,1926,1851,50,360,1,Semiurban,Y
ID002401XY,Male,Yes,0,Graduate,No,2213,1125,,360,1,Urban,Y
ID002403XY,Male,No,0,Graduate,Yes,10416,0,187,360,0,Urban,N
ID002407XY,Female,Yes,0,Not Graduate,Yes,7142,0,138,360,1,Rural,Y
ID002408XY,Male,No,0,Graduate,No,3660,5064,187,360,1,Semiurban,Y
ID002409XY,Male,Yes,0,Graduate,No,7901,1833,180,360,1,Rural,Y
ID002418XY,Male,No,3+,Not Graduate,No,4707,1993,148,360,1,Semiurban,Y
ID002422XY,Male,No,1,Graduate,No,37719,0,152,360,1,Semiurban,Y
ID002424XY,Male,Yes,0,Graduate,No,7333,8333,175,300,,Rural,Y
ID002429XY,Male,Yes,1,Graduate,Yes,3466,1210,130,360,1,Rural,Y
ID002434XY,Male,Yes,2,Not Graduate,No,4652,0,110,360,1,Rural,Y
ID002435XY,Male,Yes,0,Graduate,,3539,1376,55,360,1,Rural,N
ID002443XY,Male,Yes,2,Graduate,No,3340,1710,150,360,0,Rural,N
ID002444XY,Male,No,1,Not Graduate,Yes,2769,1542,190,360,,Semiurban,N
ID002446XY,Male,Yes,2,Not Graduate,No,2309,1255,125,360,0,Rural,N
ID002447XY,Male,Yes,2,Not Graduate,No,1958,1456,60,300,,Urban,Y
ID002448XY,Male,Yes,0,Graduate,No,3948,1733,149,360,0,Rural,N
ID002449XY,Male,Yes,0,Graduate,No,2483,2466,90,180,0,Rural,Y
ID002453XY,Male,No,0,Graduate,Yes,7085,0,84,360,1,Semiurban,Y
ID002455XY,Male,Yes,2,Graduate,No,3859,0,96,360,1,Semiurban,Y
ID002459XY,Male,Yes,0,Graduate,No,4301,0,118,360,1,Urban,Y
ID002467XY,Male,Yes,0,Graduate,No,3708,2569,173,360,1,Urban,N
ID002472XY,Male,No,2,Graduate,No,4354,0,136,360,1,Rural,Y
ID002473XY,Male,Yes,0,Graduate,No,8334,0,160,360,1,Semiurban,N
ID002478XY,,Yes,0,Graduate,Yes,2083,4083,160,360,,Semiurban,Y
ID002484XY,Male,Yes,3+,Graduate,No,7740,0,128,180,1,Urban,Y
ID002487XY,Male,Yes,0,Graduate,No,3015,2188,153,360,1,Rural,Y
ID002489XY,Female,No,1,Not Graduate,,5191,0,132,360,1,Semiurban,Y
ID002493XY,Male,No,0,Graduate,No,4166,0,98,360,0,Semiurban,N
ID002494XY,Male,No,0,Graduate,No,6000,0,140,360,1,Rural,Y
ID002500XY,Male,Yes,3+,Not Graduate,No,2947,1664,70,180,0,Urban,N
ID002501XY,,Yes,0,Graduate,No,16692,0,110,360,1,Semiurban,Y
ID002502XY,Female,Yes,2,Not Graduate,,210,2917,98,360,1,Semiurban,Y
ID002505XY,Male,Yes,0,Graduate,No,4333,2451,110,360,1,Urban,N
ID002515XY,Male,Yes,1,Graduate,Yes,3450,2079,162,360,1,Semiurban,Y
ID002517XY,Male,Yes,1,Not Graduate,No,2653,1500,113,180,0,Rural,N
ID002519XY,Male,Yes,3+,Graduate,No,4691,0,100,360,1,Semiurban,Y
ID002522XY,Female,No,0,Graduate,Yes,2500,0,93,360,,Urban,Y
ID002524XY,Male,No,2,Graduate,No,5532,4648,162,360,1,Rural,Y
ID002527XY,Male,Yes,2,Graduate,Yes,16525,1014,150,360,1,Rural,Y
ID002529XY,Male,Yes,2,Graduate,No,6700,1750,230,300,1,Semiurban,Y
ID002530XY,,Yes,2,Graduate,No,2873,1872,132,360,0,Semiurban,N
ID002531XY,Male,Yes,1,Graduate,Yes,16667,2250,86,360,1,Semiurban,Y
ID002533XY,Male,Yes,2,Graduate,No,2947,1603,,360,1,Urban,N
ID002534XY,Female,No,0,Not Graduate,No,4350,0,154,360,1,Rural,Y
ID002536XY,Male,Yes,3+,Not Graduate,No,3095,0,113,360,1,Rural,Y
ID002537XY,Male,Yes,0,Graduate,No,2083,3150,128,360,1,Semiurban,Y
ID002541XY,Male,Yes,0,Graduate,No,10833,0,234,360,1,Semiurban,Y
ID002543XY,Male,Yes,2,Graduate,No,8333,0,246,360,1,Semiurban,Y
ID002544XY,Male,Yes,1,Not Graduate,No,1958,2436,131,360,1,Rural,Y
ID002545XY,Male,No,2,Graduate,No,3547,0,80,360,0,Rural,N
ID002547XY,Male,Yes,1,Graduate,No,18333,0,500,360,1,Urban,N
ID002555XY,Male,Yes,2,Graduate,Yes,4583,2083,160,360,1,Semiurban,Y
ID002556XY,Male,No,0,Graduate,No,2435,0,75,360,1,Urban,N
ID002560XY,Male,No,0,Not Graduate,No,2699,2785,96,360,,Semiurban,Y
ID002562XY,Male,Yes,1,Not Graduate,No,5333,1131,186,360,,Urban,Y
ID002571XY,Male,No,0,Not Graduate,No,3691,0,110,360,1,Rural,Y
